person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
40,male,Bachelor,64794.07198024136,17,OWN,27954.01207651267,DEBTCONSOLIDATION,9.098550301981364,0.43142854310865214,16,633.5453766872997,Yes,0
58,female,Doctorate,51296.98907360258,12,RENT,25435.816188304976,EDUCATION,15.308108736661286,0.4958539798858145,13,729.1813802970152,No,0
37,male,Master,42918.45983818733,27,MORTGAGE,20986.98509221899,PERSONAL,17.022445968998504,0.4889966967907248,20,618.1386460834077,No,0
23,male,Bachelor,44358.155522185574,29,OWN,20008.14425742613,DEBTCONSOLIDATION,13.411070931235654,0.4510589771348614,11,803.6629840728618,Yes,0
79,female,Master,48493.151516877624,4,RENT,16447.670656906485,HOMEIMPROVEMENT,16.236002629623357,0.3391751235467139,7,775.2600903193239,No,0
33,male,Doctorate,51653.516168998045,16,MORTGAGE,21599.72931472495,VENTURE,12.955361232400145,0.41816571100514754,11,743.4688301009286,No,0
28,male,Doctorate,61412.88811073806,25,RENT,20569.263991726923,MEDICAL,12.728803970316642,0.33493399552610165,25,739.7140879173246,No,0
72,male,Doctorate,68990.46066129483,11,RENT,3795.046921922529,DEBTCONSOLIDATION,12.895254038874443,0.055008284993980826,19,666.1370603206378,No,0
21,male,Bachelor,55512.87896249804,19,MORTGAGE,15519.397423130671,VENTURE,12.454259186809812,0.279563908649286,17,648.8513449090273,No,0
79,female,Master,45779.822794873595,23,OWN,11772.19934676726,HOMEIMPROVEMENT,12.509276827882092,0.25714820696259894,19,773.1520826906311,No,0
63,female,High School,54872.53072537653,10,RENT,13272.01641333702,PERSONAL,10.212228247088797,0.24186995274120282,23,725.6248652710203,No,0
27,female,High School,67150.30858010863,24,RENT,13561.638742138766,VENTURE,12.84282723896215,0.20195944037934052,25,609.9732256020859,No,0
66,female,Bachelor,62845.85357327759,25,OWN,22615.802660264773,PERSONAL,15.56240696186775,0.359861492435535,25,722.365504975978,No,0
54,male,Associate,63190.092448513744,12,RENT,15344.176377207352,EDUCATION,15.335481924077184,0.24282566748433762,6,619.8092622889789,No,0
55,female,Associate,70000.75397080451,18,RENT,18066.940429596063,VENTURE,14.080860517652962,0.2580963690352723,11,652.9111058924103,Yes,0
69,male,Doctorate,60200.44466802972,22,OWN,20327.29648708388,HOMEIMPROVEMENT,12.542834710363476,0.3376602382121435,24,635.1410006158789,No,0
23,female,Master,38498.53077863059,2,OWN,8976.264242189476,DEBTCONSOLIDATION,8.789770537864541,0.23315861828088094,9,721.7612960553865,No,0
21,female,High School,66656.9543293807,9,MORTGAGE,20527.155173283754,MEDICAL,9.250687911554158,0.30795219163255266,9,717.3002228473065,No,0
25,male,Doctorate,61930.28709311882,28,OWN,10462.72786215788,EDUCATION,11.929514605154267,0.1689436357113289,21,850.0,No,1
73,male,Bachelor,70035.13949012475,11,OWN,20847.80278763085,EDUCATION,13.924973180688458,0.29767632276323913,10,662.904925465803,No,0
23,male,Associate,82577.40247383514,25,OWN,8665.494495346034,EDUCATION,12.260095798175026,0.10493784299029893,23,742.776623546911,No,1
73,male,Bachelor,38707.038027073504,28,RENT,15959.838777365172,DEBTCONSOLIDATION,10.442196542017616,0.41232394910202425,19,836.6351517267083,No,0
82,female,Master,43526.7653140941,18,MORTGAGE,17348.659910676764,VENTURE,8.218696224586102,0.3985745273163962,23,623.2176434820981,No,0
37,male,Master,31494.22226414665,3,OWN,16861.771408772445,MEDICAL,8.528698445829058,0.53539253223497,3,702.6238422122605,No,0
63,male,Master,46723.99715809735,16,RENT,12283.137414026722,DEBTCONSOLIDATION,16.57941515731814,0.2628871278385058,5,789.3161790982635,Yes,0
53,female,Associate,65836.26934455233,12,RENT,10915.213632764302,HOMEIMPROVEMENT,16.708664221849467,0.16579331941850817,11,665.5653735741333,No,0
81,female,Associate,48411.12436686941,1,RENT,21271.09855333512,PERSONAL,16.92363546313201,0.4393845181561655,2,685.5588385251319,No,0
33,male,Doctorate,75319.1770073676,27,OWN,26910.954271730465,VENTURE,17.365944086567083,0.35729219756474606,3,745.0531081880595,No,0
67,female,Bachelor,76894.6728283093,4,MORTGAGE,21475.002467953687,DEBTCONSOLIDATION,11.130114569374859,0.27927815644528653,4,727.5751463928012,No,0
34,male,High School,49017.00131041929,24,RENT,9522.69309886382,HOMEIMPROVEMENT,11.686143213769094,0.19427326936133138,17,719.3257082936783,No,1
81,male,High School,30559.020274399918,19,OWN,24597.204180657536,HOMEIMPROVEMENT,9.011528687204098,0.8049081403720018,5,609.3676784231097,No,0
59,female,High School,41892.98505429155,22,MORTGAGE,1000.0,HOMEIMPROVEMENT,12.35476387030809,0.023870344849001378,1,738.033681059416,No,0
72,female,Associate,50618.73098134175,24,MORTGAGE,20094.416494155666,HOMEIMPROVEMENT,12.851154400837704,0.39697590406923755,26,602.7139489534245,Yes,0
43,male,Doctorate,35547.60909655968,1,RENT,6501.635795538199,MEDICAL,14.590712185857715,0.18289938369349942,5,780.8497560971275,No,0
45,male,Master,75370.9153667862,28,MORTGAGE,21546.50999152889,MEDICAL,18.7302982431141,0.28587300401852117,9,765.2302511634902,No,0
79,female,Master,76600.0373153034,16,RENT,9253.156876922669,DEBTCONSOLIDATION,9.145616871871708,0.12079833380282236,7,815.4202997981695,No,0
60,male,Doctorate,50653.267927757406,3,OWN,12447.824855023115,PERSONAL,12.938346333091674,0.24574574088243278,22,757.4705715991452,No,1
48,male,Associate,79172.71767327635,28,MORTGAGE,30455.14802120361,PERSONAL,10.745043766328816,0.3846672050198338,17,697.4844908160605,No,0
34,female,High School,26647.479730979925,15,MORTGAGE,17869.328082677912,HOMEIMPROVEMENT,10.27427964601549,0.6705822938258331,18,487.0685024308467,No,0
64,male,Bachelor,52651.85406183219,21,RENT,26092.681195591504,VENTURE,13.348764652714673,0.4955700356714755,11,746.1398166050424,No,0
84,male,Associate,43163.891650636826,21,MORTGAGE,11017.618515107784,PERSONAL,11.78024837164583,0.25525081483113293,19,601.233923686057,No,0
28,female,High School,82704.51460495214,14,MORTGAGE,22897.75916878492,HOMEIMPROVEMENT,13.412743166277071,0.2768622641479581,8,653.7158078113099,No,0
20,male,Master,78048.17991899441,18,RENT,9958.612696033777,PERSONAL,17.334784730207257,0.12759570698983297,3,771.5026135112145,No,0
27,male,Doctorate,57578.20928222905,0,RENT,18301.285455694564,PERSONAL,19.117926929180545,0.31785089678610545,6,549.7093117371206,No,0
82,female,Doctorate,91778.10616843593,3,OWN,9987.690416762636,DEBTCONSOLIDATION,12.320973059196918,0.10882432459907933,17,702.0387490092737,No,0
30,female,High School,78450.50644531305,17,RENT,8086.6316841561365,DEBTCONSOLIDATION,13.498693374654053,0.1030794070117729,22,670.0588455875169,No,0
27,male,Associate,71842.57502814334,13,RENT,3729.234355634,EDUCATION,8.506142318890998,0.051908417177044724,23,668.6756975530317,No,1
54,female,High School,64419.15510113919,16,OWN,10264.76417072228,MEDICAL,11.929983688403778,0.15934335299192331,8,735.7300909041192,No,0
54,male,Associate,56119.86043329376,28,RENT,9030.05002322345,MEDICAL,9.948943385041165,0.16090649466167004,9,650.1772110917672,Yes,0
52,male,Master,54705.76512807095,12,RENT,12451.795437056428,DEBTCONSOLIDATION,15.06565284729987,0.22761395271422843,20,782.5780260042444,No,0
24,male,Doctorate,53191.38956025003,27,RENT,22805.04471993952,EDUCATION,8.447110117971487,0.4287356451575341,14,766.0699438147128,No,0
60,male,Associate,77941.37187307361,5,MORTGAGE,19249.70923509872,EDUCATION,13.686504291830442,0.24697678232359815,26,700.2438081082918,No,1
47,female,Master,86311.81234762356,7,RENT,22480.169528141912,VENTURE,17.20241709970476,0.2604529891876481,2,775.6643499376355,No,0
26,male,Bachelor,77634.59960912271,17,RENT,8596.081169911997,HOMEIMPROVEMENT,9.708868736711855,0.11072487284267368,8,623.347442391551,Yes,0
31,male,High School,74594.56208525562,2,RENT,9471.384366101007,DEBTCONSOLIDATION,19.23032173203998,0.12697151241770108,24,485.5173445960483,No,0
53,male,Associate,39762.606702440535,12,MORTGAGE,18332.073033513403,VENTURE,12.064488159696745,0.4610380091702646,8,564.6851353671464,No,0
52,male,High School,72013.32911845106,21,RENT,13293.663638714585,EDUCATION,14.551653401141868,0.18460004281774717,20,660.0632297485919,No,1
67,male,High School,118328.18009074207,17,MORTGAGE,21095.947287855357,EDUCATION,16.27356182851203,0.17828337486199444,3,600.2831616751624,No,0
42,female,Doctorate,54354.88093447236,14,RENT,16422.09394981866,EDUCATION,5.7415478477542905,0.30212730977400815,10,774.8153945355841,No,0
81,male,High School,34128.39289763478,0,MORTGAGE,14519.128232536339,EDUCATION,11.739183958022313,0.42542666090622056,11,575.5708999511778,Yes,0
56,female,Bachelor,35259.89346851179,1,RENT,17421.113387839458,DEBTCONSOLIDATION,12.13839916404823,0.4940773120428474,27,627.6402541195599,No,0
63,female,Doctorate,62215.97441443405,4,MORTGAGE,28185.642156234695,VENTURE,12.88965998835745,0.4530290238401482,7,528.0720923375893,No,0
54,female,High School,91926.65872138929,6,OWN,13036.010371730928,MEDICAL,11.762659662496594,0.14180881316746627,1,724.4039817616668,Yes,0
84,female,Bachelor,31234.111208430342,7,RENT,24019.82525161896,PERSONAL,13.911983787150385,0.7690254123554446,8,736.9896587838257,No,0
66,male,Associate,10000.0,18,RENT,15576.37081903434,VENTURE,13.974531584981348,1.5,7,657.3871096749873,No,0
22,female,Master,59987.96153712168,6,RENT,8864.678981501016,VENTURE,14.050829615027494,0.14777429928195487,16,751.5434609568977,No,0
20,male,Bachelor,76222.12100782052,15,MORTGAGE,2740.5641859966818,DEBTCONSOLIDATION,12.155129774088069,0.035954971467082306,12,753.8378604135195,No,0
24,male,Associate,36800.12488211779,22,RENT,1000.0,VENTURE,13.472428677265642,0.0271738208281442,26,564.6724010863124,No,0
33,male,Associate,35383.10286527994,13,MORTGAGE,4992.483349312821,VENTURE,15.963456378628218,0.14109795198916117,23,672.0473580612066,No,0
46,male,Associate,68572.61203215666,20,OWN,18476.29366106779,VENTURE,17.619536304992643,0.2694412989897987,10,747.5874220816843,No,0
28,male,Master,59840.820093941686,13,RENT,7918.05749449629,PERSONAL,7.030510353748829,0.13231866612232338,10,755.2476989730466,No,0
34,male,High School,82464.06346519948,3,MORTGAGE,1000.0,PERSONAL,12.999911615969777,0.012126494353773973,6,746.9909242783491,No,0
61,male,High School,38072.992690606945,28,MORTGAGE,10259.63289257782,PERSONAL,8.521257746683439,0.26947271983452437,29,659.6822607528139,No,0
70,female,High School,26727.369113666784,23,RENT,1688.9952822919604,HOMEIMPROVEMENT,16.653367937732707,0.06319347314391333,26,672.2356348377751,No,0
82,male,Bachelor,39340.68143493634,8,MORTGAGE,11054.787595539747,DEBTCONSOLIDATION,8.689439053581978,0.28100142631801456,16,664.3913563535851,No,0
71,male,Master,77535.39074748897,23,OWN,27810.27904395906,EDUCATION,12.493892275661084,0.3586785179754796,2,808.9236027823088,No,0
23,male,Doctorate,62534.68566310735,29,OWN,21886.7639920195,VENTURE,12.498695894149158,0.349993987495674,24,579.5726053983384,No,0
42,female,Master,33475.07090076708,3,MORTGAGE,16938.079050582433,MEDICAL,10.49776784574669,0.5059908342178985,5,694.4178408833257,No,0
34,male,Doctorate,42502.76089982857,1,RENT,5225.5939315131545,DEBTCONSOLIDATION,16.122248973470686,0.12294716439313078,8,733.3324905253995,Yes,0
62,female,Associate,69753.38523650279,12,MORTGAGE,1538.6114956217007,MEDICAL,9.339218225208997,0.02205787562001402,29,680.7644335789385,No,0
48,male,High School,69812.50669022009,5,OWN,2666.5756246316178,MEDICAL,10.708850550354349,0.03819624521525988,20,665.3356262066701,No,0
55,male,Doctorate,76191.43214960606,17,MORTGAGE,15408.774591958861,HOMEIMPROVEMENT,11.804703985633424,0.20223762905129394,17,742.5299200569718,No,1
32,female,High School,75225.02259975651,29,OWN,11223.53833935251,EDUCATION,12.17924159464196,0.14919953429683433,27,677.6936112287683,No,1
51,male,Master,59336.56369022494,29,OWN,9554.812015992264,MEDICAL,9.177985418929758,0.1610273905626644,23,617.5694405669216,No,0
78,female,High School,39061.700684910786,8,OWN,12948.216882216824,VENTURE,11.72026172004709,0.33148113510630156,2,678.3933214089187,No,0
47,male,High School,54941.015962653364,7,OWN,4310.276070888134,VENTURE,11.783671360256315,0.07845279151404994,21,591.5279994175794,No,0
85,male,Bachelor,65986.26143123531,10,OWN,9973.606443563627,DEBTCONSOLIDATION,12.398826235396768,0.1511467118645172,12,682.0257434039196,No,0
61,female,Doctorate,62670.970320364235,2,OWN,29711.25541870756,EDUCATION,13.129109280178994,0.47408322013889764,5,652.5094217567844,No,0
64,male,Bachelor,54277.36107760627,27,MORTGAGE,19244.251995418254,MEDICAL,9.96069125207783,0.35455393580949235,12,667.8155186925375,No,0
81,female,Master,60939.459418810104,15,MORTGAGE,21305.411976008054,MEDICAL,10.768250440422813,0.3496160317009924,9,666.1613188132869,No,0
76,female,Associate,97344.7627405332,8,OWN,13004.240798075016,PERSONAL,8.728056491092007,0.13358952687302822,27,616.7349002429683,No,0
25,male,Associate,56681.26564696173,29,RENT,10914.618864783795,EDUCATION,12.238936093479436,0.19256131175272811,7,622.9741474476108,No,0
47,female,High School,51029.97537226489,28,RENT,1520.5076230526283,PERSONAL,14.725427723465696,0.02979636207857223,9,719.2075335108188,Yes,0
47,male,Associate,54377.99412165336,4,RENT,27623.19052897325,EDUCATION,13.175440402305735,0.507984727556798,9,645.9583729581258,No,0
63,male,Bachelor,73363.5017470053,26,OWN,21372.612351191765,VENTURE,15.931975660494176,0.2913248664832741,1,656.5418583476868,Yes,0
49,female,High School,65459.06639896103,13,MORTGAGE,8918.13660148632,PERSONAL,18.073327621739235,0.13623989910170592,12,701.531771957554,No,0
81,male,High School,40330.82519005204,7,RENT,16065.668443815704,VENTURE,7.023911111197485,0.3983471294750112,3,711.8158394707704,No,0
81,male,Doctorate,70215.2961245797,10,RENT,16934.966198758022,DEBTCONSOLIDATION,10.889229322289506,0.2411862818140239,25,643.0655756475486,No,0
20,male,High School,58325.75370737242,1,OWN,5733.586575847381,DEBTCONSOLIDATION,11.704708339368594,0.09830282870605496,28,723.1030030004156,No,1
46,male,Associate,114628.5554724386,6,RENT,25272.76076544442,MEDICAL,15.65460989905987,0.22047526169446516,20,654.2806022968277,No,0
81,male,Doctorate,43147.142547832686,21,RENT,3400.41535660923,VENTURE,13.470556327268369,0.07880974627322188,17,592.9594453129687,No,0
22,male,Bachelor,55999.17553287769,19,RENT,30903.12555550636,DEBTCONSOLIDATION,12.215933517080925,0.5518496524535941,4,738.6538172354819,No,0
46,male,Associate,71533.16502399243,17,MORTGAGE,20764.402420943905,DEBTCONSOLIDATION,14.751353531265188,0.29027657889846564,18,726.9310847325743,No,0
28,male,Associate,41124.19948276374,4,OWN,25731.39016206721,PERSONAL,8.632469266964534,0.6256994783047858,8,616.7038096402213,No,0
81,male,Associate,79066.61380385657,9,OWN,12956.329481220308,VENTURE,15.898237130064715,0.16386599675763966,20,695.2682512758222,No,0
56,male,Bachelor,60659.83061013571,18,RENT,16654.47953484162,DEBTCONSOLIDATION,11.571081629331958,0.2745553254489109,27,774.5480681258173,No,0
70,male,Doctorate,68111.45252653006,25,RENT,1000.0,MEDICAL,11.910486104249427,0.014681818738346395,15,634.7568747975214,No,0
63,male,Doctorate,100253.78172735544,21,RENT,13737.43192647261,DEBTCONSOLIDATION,11.652987401019235,0.1370265708662458,11,806.9321377955036,No,0
43,male,Associate,37594.70880543142,25,MORTGAGE,18010.610067411555,DEBTCONSOLIDATION,12.47457592747605,0.47907300361399546,10,736.4104027046017,No,0
78,female,High School,49826.70697051668,1,OWN,7121.833977377118,EDUCATION,12.322214674025275,0.14293206214874343,10,762.7370015038613,No,0
51,female,High School,32980.54199897791,3,OWN,15310.565544649737,VENTURE,6.8155574244353305,0.4642302587120679,27,713.7137794731693,No,0
71,male,Associate,46707.265435781,23,MORTGAGE,12835.804440090087,MEDICAL,13.45645869130325,0.2748138714679916,21,757.9938416026337,No,0
81,male,High School,95826.01242591284,23,RENT,15360.630866686553,HOMEIMPROVEMENT,6.0416220366137345,0.16029708925394875,15,719.5282273015172,No,0
77,male,Bachelor,89485.13954209436,28,RENT,8053.935883099785,VENTURE,12.158122210242256,0.09000305441006956,20,681.9425380249969,No,0
71,male,Doctorate,48449.65446656323,12,RENT,20797.598398665858,MEDICAL,9.212028481298255,0.42926205826749486,16,740.1429698658737,No,0
31,female,Bachelor,49391.937532843316,1,RENT,24447.82801672784,EDUCATION,8.917881002676808,0.49497608795911646,28,717.4040600199893,No,0
58,female,Associate,95226.24916636577,1,OWN,7088.00119829489,VENTURE,19.321826144364728,0.0744332708716873,21,576.5441277649307,No,1
21,male,High School,29229.821920585684,27,MORTGAGE,2968.7356090048997,EDUCATION,13.682600175920726,0.10156529920266495,29,609.2226446479121,No,0
22,female,Associate,37259.38031927915,23,MORTGAGE,13753.076262665583,EDUCATION,8.184462319471976,0.36911714968993503,18,728.4618962235933,No,0
75,male,Bachelor,51785.21637384574,24,RENT,18820.410506340188,MEDICAL,12.90419064629985,0.3634321110193427,13,730.6815746051964,No,0
78,female,Doctorate,54938.55088112902,16,OWN,13178.076342381042,MEDICAL,14.981859636598653,0.23986938372099678,3,704.9748379499583,No,0
21,male,Master,83998.61881174358,1,OWN,5274.179600757541,HOMEIMPROVEMENT,9.35103235467615,0.06278888480985564,12,638.232621931436,No,1
21,female,Associate,79692.67390523174,23,OWN,6565.238100479251,EDUCATION,9.218799681808477,0.0823819528039233,17,748.939954443138,No,1
73,female,Associate,87714.24594091513,10,RENT,28007.750647335764,PERSONAL,11.999288975006772,0.31930674825845234,2,778.3016136239646,No,0
20,female,Associate,39561.651814824196,2,OWN,22414.5585774903,EDUCATION,12.473522887785403,0.5665728691614266,28,620.1543258717079,No,0
38,male,Associate,64110.61994067659,25,RENT,18662.189763035476,EDUCATION,16.64936810320539,0.2910935782605774,17,736.2355481047224,No,1
21,male,Doctorate,78882.1858655154,2,OWN,20891.450805137716,DEBTCONSOLIDATION,14.808025496811862,0.26484371060349565,13,658.9469579986225,No,1
72,female,Doctorate,76820.83028322204,1,OWN,1000.0,PERSONAL,13.686339346977292,0.013017302680968339,3,686.0491266891928,No,0
63,female,Bachelor,35154.289571015834,4,RENT,8535.75582651901,HOMEIMPROVEMENT,20.948253314701233,0.24280837219810034,9,696.1191053597644,No,0
51,male,Master,71921.65186982557,25,OWN,11811.7544396344,PERSONAL,12.711908261888778,0.16423085583480562,15,632.522123886927,No,1
51,male,Associate,100991.08275168456,23,OWN,14245.264292376942,DEBTCONSOLIDATION,7.723726556612502,0.14105467437558813,18,806.5491730484899,No,1
74,female,Bachelor,84372.77531619814,26,OWN,12317.284123405329,DEBTCONSOLIDATION,18.813285319388985,0.14598647581811403,10,714.6084005272548,No,0
75,male,Doctorate,67809.99372418241,9,MORTGAGE,4535.679632473779,HOMEIMPROVEMENT,7.669500627008623,0.06688807037680441,8,626.6564990990092,No,0
36,female,High School,47338.19984653627,26,MORTGAGE,17980.342914170986,MEDICAL,12.57700155388796,0.37982734815562713,14,759.5018578424528,No,0
57,male,Doctorate,75645.86910059214,23,MORTGAGE,10761.747219750174,DEBTCONSOLIDATION,12.212953217784115,0.142264836767748,15,823.0278947095329,No,0
43,female,Doctorate,34678.18878128451,25,RENT,19705.137301332004,MEDICAL,12.364850961064825,0.5682285607709328,27,784.2278000804006,No,0
30,male,High School,100955.78477621789,28,MORTGAGE,16743.461576125315,MEDICAL,14.539894665834087,0.16584945194809247,1,796.940882304644,No,0
35,male,High School,30091.91642340706,7,OWN,23208.82451567763,VENTURE,10.052402312252045,0.7712644216180461,14,709.5795288540821,No,0
78,male,Bachelor,59898.42759218784,29,RENT,12029.88160926706,EDUCATION,11.246506100756893,0.20083802017594263,7,653.3421164224616,No,0
22,male,Master,66643.68605812512,23,RENT,21864.890544413396,PERSONAL,11.405358873767963,0.3280864525612123,19,701.2034177850294,No,0
39,female,Master,65851.42922290874,23,OWN,20384.037917231068,HOMEIMPROVEMENT,8.65724591167887,0.30954586950923396,16,648.070742405748,No,0
78,female,Doctorate,25338.335908298977,4,MORTGAGE,4797.697411838799,DEBTCONSOLIDATION,15.161820234781619,0.18934540252374765,6,670.4410702507473,No,0
55,female,High School,45344.44740204526,26,RENT,13055.510373573563,HOMEIMPROVEMENT,11.569390460824485,0.2879186123455701,28,535.8155410642205,No,0
38,male,Doctorate,50561.96875786696,17,MORTGAGE,18419.29896233215,DEBTCONSOLIDATION,11.476240436852839,0.3642915696289275,20,810.0133352902096,No,0
38,male,Master,97760.40089841979,20,OWN,14861.6302804902,PERSONAL,16.53525484733489,0.15202096292477896,5,724.8406046698863,No,1
39,female,Master,74706.630642203,27,MORTGAGE,20889.83762151034,VENTURE,13.461615870853171,0.27962494683449596,16,649.703989006284,Yes,0
71,male,Associate,41904.53522807726,20,RENT,9633.67788273299,VENTURE,5.0563470434579685,0.22989582942034748,5,790.3568801487041,No,0
52,female,Master,31960.03055007327,29,RENT,15771.408382179672,MEDICAL,10.869445987694531,0.49347288193200795,4,603.452159677924,No,0
59,female,Associate,71763.39163617455,29,MORTGAGE,31915.942641283513,EDUCATION,9.772926538046425,0.4447384928946878,13,728.9521775532808,No,0
58,female,Doctorate,62021.70668400889,21,RENT,16873.57879227732,EDUCATION,10.359071112897531,0.27205924658354896,7,572.6661672542971,No,0
20,female,Bachelor,83775.40361810947,7,MORTGAGE,19301.5966428784,MEDICAL,15.86083770482551,0.2303969400238859,9,754.0401756181354,No,0
30,female,Master,67435.4678273355,15,RENT,20680.361610759788,VENTURE,11.876833884884201,0.3066689129185049,28,681.4818462664022,No,0
76,male,Associate,68814.46022825375,5,RENT,12338.811998261164,PERSONAL,13.89599171931005,0.1793055116226155,10,627.5505393063698,No,0
69,male,Bachelor,46629.56957460684,0,RENT,7761.501805586041,VENTURE,12.831985363446373,0.16645021338161223,24,745.711032040059,No,0
42,male,Bachelor,85479.48434131849,10,MORTGAGE,7226.26392659556,VENTURE,11.255368141343984,0.08453799156931248,3,638.0517077515741,No,0
50,male,Doctorate,25672.703301692694,7,OWN,13588.628135679559,DEBTCONSOLIDATION,10.936867931801833,0.5293025816561987,23,718.4836841350993,No,0
61,male,High School,80465.12735526403,12,RENT,4572.979573243347,HOMEIMPROVEMENT,12.43520037796375,0.056831819243298345,3,819.7281170292597,No,0
26,female,Bachelor,25429.297154923384,1,OWN,34012.89376681211,VENTURE,5.0,1.3375475365911498,3,717.0181313826392,No,0
35,male,Doctorate,36063.08432912524,14,MORTGAGE,9401.8243772661,HOMEIMPROVEMENT,12.661651125896139,0.260704943910552,7,752.5201174993465,No,0
79,male,High School,56421.01167146135,9,MORTGAGE,11956.991201785519,HOMEIMPROVEMENT,16.16843658593831,0.21192443821126228,21,600.4429110960618,No,0
